timestamp,temperature,soil_ph,soil_moisture,npk_n,npk_p,npk_k,rainfall
2025-03-20T17:31:36Z,27.74,6.78,67.28,85.75,31.01,106.92,4.76
2025-03-20T19:44:27Z,21.06,6.89,63.84,79.64,26.43,177.51,11.57
2025-03-20T20:42:37Z,22.55,6.31,65.24,54.39,35.12,146.93,11.57
2025-03-20T23:13:19Z,12.02,6.42,75.0,49.06,17.81,138.6,8.02
2025-03-21T00:55:09Z,14.1,6.01,70.15,57.5,12.07,137.66,8.82
2025-03-21T02:08:07Z,24.35,6.37,63.21,35.58,13.88,57.62,13.89
2025-03-21T04:18:22Z,26.86,5.77,61.54,86.99,27.14,141.3,8.17
2025-03-21T06:18:18Z,21.53,7.49,67.96,61.33,27.68,111.47,5.24
2025-03-21T07:33:09Z,18.02,6.17,53.27,27.94,15.64,277.54,11.98
2025-03-21T09:51:26Z,22.53,6.9,68.58,50.47,39.51,186.1,11.08
2025-03-21T10:41:12Z,24.45,6.32,60.85,69.41,21.79,104.15,8.76
2025-03-21T13:00:35Z,27.16,5.59,74.3,40.55,31.33,173.75,12.92
2025-03-21T15:06:40Z,23.57,6.63,67.61,89.56,39.75,171.22,12.5
2025-03-21T16:06:59Z,16.75,6.17,73.42,37.75,17.8,131.16,14.03
2025-03-21T18:19:51Z,14.2,6.69,54.84,23.75,17.57,293.31,14.39
2025-03-21T19:45:18Z,18.77,6.17,69.96,76.68,31.88,145.13,14.0
2025-03-21T21:57:26Z,10.06,6.53,55.81,29.59,24.28,194.3,13.43
2025-03-21T23:12:52Z,27.03,5.76,89.99,33.45,25.14,160.63,6.55
2025-03-22T01:07:38Z,16.8,6.27,64.38,62.56,21.72,190.71,15.98
2025-03-22T02:49:47Z,17.76,6.24,74.45,33.41,14.45,141.81,13.81
2025-03-22T04:40:18Z,29.38,6.36,61.12,77.76,23.38,155.25,11.75
2025-03-22T06:30:19Z,18.44,6.06,71.35,26.04,14.56,133.59,8.13
2025-03-22T08:00:09Z,27.54,5.96,85.35,38.63,38.0,136.13,11.86
2025-03-22T09:27:06Z,25.71,6.34,62.34,61.5,28.42,194.15,13.19
2025-03-22T12:02:41Z,27.24,7.32,68.86,66.14,24.47,135.26,10.89
2025-03-22T13:29:10Z,13.15,6.78,76.21,44.32,15.65,110.45,11.8
2025-03-22T14:41:22Z,29.2,6.34,72.42,51.4,21.62,160.98,12.54
2025-03-22T16:35:13Z,10.84,6.86,57.82,33.75,29.02,290.22,3.98
2025-03-22T18:22:43Z,29.2,5.7,66.57,91.39,23.25,181.77,8.54
2025-03-22T20:54:25Z,25.67,7.06,60.29,78.18,25.54,169.14,13.52
2025-03-22T22:15:32Z,24.67,6.54,64.44,57.83,32.86,192.44,9.44
2025-03-23T00:17:22Z,14.07,6.17,74.83,48.68,15.54,137.01,13.22
2025-03-23T02:09:23Z,28.72,6.77,66.84,86.04,24.34,167.15,17.94
2025-03-23T03:30:09Z,21.17,6.97,67.92,67.45,31.36,131.21,15.81
2025-03-23T05:26:08Z,22.71,6.64,75.64,89.46,24.89,192.32,12.74
2025-03-23T06:27:28Z,24.54,7.46,68.29,59.93,22.23,159.37,10.49
2025-03-23T08:41:22Z,23.42,6.73,68.56,60.13,34.1,109.71,5.75
2025-03-23T10:02:58Z,13.35,6.37,72.19,45.13,10.07,105.93,14.71
2025-03-23T11:40:22Z,22.34,6.79,71.44,77.76,29.94,189.56,10.23
2025-03-23T14:23:01Z,23.99,6.95,69.03,44.84,34.64,191.97,11.47
2025-03-23T15:50:44Z,24.42,6.19,65.46,75.64,34.44,123.27,12.57
2025-03-23T16:58:20Z,23.71,6.55,75.22,58.97,16.06,109.28,8.53
2025-03-23T18:47:16Z,19.17,6.49,52.07,22.88,18.56,297.53,5.97
2025-03-23T20:46:36Z,21.06,5.92,65.16,21.92,10.68,57.02,9.99
2025-03-23T22:11:51Z,20.69,5.86,79.69,35.88,18.88,122.68,8.16
2025-03-24T00:09:40Z,18.68,5.59,77.27,33.23,17.54,105.91,9.4
2025-03-24T02:02:17Z,25.23,6.79,70.82,58.5,26.26,196.26,11.51
2025-03-24T04:01:45Z,25.24,5.72,80.54,46.6,30.72,171.5,13.21
2025-03-24T05:32:14Z,23.5,6.91,69.37,76.44,32.02,190.46,11.38
2025-03-24T07:14:06Z,27.9,6.15,61.65,30.34,5.53,68.71,5.96
2025-03-24T08:50:43Z,28.92,6.82,63.75,55.37,32.67,143.82,11.57
2025-03-24T11:08:05Z,23.9,6.29,81.81,38.21,27.07,153.96,12.02
2025-03-24T12:48:48Z,25.46,6.37,76.37,73.49,28.25,177.12,8.52
2025-03-24T14:19:32Z,21.3,6.44,70.23,24.72,11.65,113.34,10.51
2025-03-24T16:18:10Z,23.62,6.33,67.82,83.32,20.49,182.62,9.96
2025-03-24T18:13:47Z,16.59,6.13,78.11,24.02,11.39,137.04,12.31
2025-03-24T20:05:38Z,24.4,6.21,61.66,79.82,39.62,141.95,10.2
2025-03-24T21:00:38Z,24.81,5.77,86.5,41.09,28.26,126.33,13.05
2025-03-24T23:02:04Z,24.42,6.11,68.11,97.18,35.76,199.5,8.49
2025-03-25T00:56:08Z,29.0,5.7,67.08,60.19,25.29,126.02,8.88
2025-03-25T02:14:20Z,27.92,6.0,70.3,75.12,17.43,163.29,13.31
2025-03-25T04:42:01Z,25.06,6.69,67.81,60.57,25.81,167.01,13.48
2025-03-25T05:44:24Z,26.04,6.22,62.11,23.63,14.28,72.17,11.66
2025-03-25T07:55:06Z,23.53,5.9,62.0,87.95,23.37,146.95,11.48
2025-03-25T09:37:47Z,27.86,6.01,70.13,59.97,20.3,177.17,12.7
2025-03-25T11:36:31Z,16.81,6.03,51.92,31.75,22.72,177.61,14.75
2025-03-25T13:24:04Z,16.6,5.64,77.05,29.06,18.84,108.14,13.4
2025-03-25T15:08:12Z,22.84,6.29,69.13,71.03,23.22,192.46,6.5
2025-03-25T16:35:27Z,24.34,6.34,77.65,55.48,18.78,180.33,8.52
2025-03-25T18:44:53Z,25.74,6.43,85.85,53.79,35.48,155.3,16.34
2025-03-25T20:33:01Z,16.39,6.15,52.66,31.85,22.48,292.38,8.9
2025-03-25T22:17:52Z,28.7,6.56,67.47,66.42,36.06,185.61,7.29
2025-03-26T00:03:30Z,12.8,6.72,71.75,37.08,18.42,131.56,9.22
2025-03-26T01:51:50Z,28.61,5.66,85.66,30.72,28.79,174.49,11.29
2025-03-26T03:36:10Z,22.79,6.22,62.66,89.89,35.63,110.18,14.14
2025-03-26T04:57:32Z,26.14,5.98,63.78,61.53,38.42,122.6,9.14
2025-03-26T06:32:39Z,24.04,5.89,69.01,78.01,39.36,154.83,8.86
2025-03-26T08:28:16Z,24.83,5.72,66.74,91.54,29.7,161.37,6.19
2025-03-26T10:13:39Z,28.22,6.54,60.4,69.2,25.93,113.25,11.19
2025-03-26T12:25:21Z,28.87,5.59,73.09,49.45,35.49,178.6,13.24
2025-03-26T13:53:42Z,23.32,5.64,73.7,38.03,12.53,125.16,10.76
2025-03-26T15:09:10Z,13.96,6.36,74.06,32.55,10.72,101.44,14.03
2025-03-26T17:29:26Z,24.6,6.21,79.35,81.57,27.04,191.0,13.47
2025-03-26T19:25:28Z,22.05,6.45,65.32,43.97,25.98,171.06,9.46
2025-03-26T20:33:55Z,18.21,6.09,70.69,37.15,19.66,120.39,10.14
2025-03-26T22:29:13Z,29.29,6.38,87.85,39.51,28.07,191.79,11.16
2025-03-26T23:49:31Z,19.88,6.28,78.02,52.2,16.7,139.29,8.75
2025-03-27T01:38:31Z,21.93,6.43,65.11,29.24,14.54,47.57,13.99
2025-03-27T03:31:10Z,19.99,5.87,73.96,25.07,19.22,120.97,11.54
2025-03-27T05:05:37Z,29.25,5.89,62.01,54.93,38.28,138.54,6.55
2025-03-27T07:16:38Z,21.15,6.52,70.02,89.7,18.32,154.51,15.9
2025-03-27T09:21:23Z,18.72,7.03,59.29,20.39,23.33,189.01,14.71
2025-03-27T10:19:20Z,16.28,6.22,77.2,29.24,17.01,101.97,8.83
2025-03-27T12:51:10Z,22.35,6.13,72.59,62.41,26.09,172.31,15.29
2025-03-27T14:02:44Z,28.82,6.46,85.16,32.55,33.47,110.82,7.75
2025-03-27T15:55:22Z,11.76,7.13,51.75,25.55,24.21,238.1,10.35
2025-03-27T17:28:28Z,12.14,6.33,74.24,38.69,12.12,132.62,8.01
2025-03-27T19:30:08Z,22.9,6.24,64.21,24.72,5.44,71.92,8.16
2025-03-27T21:08:27Z,27.72,6.75,61.37,52.19,24.52,112.2,13.1
2025-03-27T23:14:40Z,29.09,6.07,64.51,52.8,39.72,149.95,11.94
2025-03-28T00:52:40Z,21.91,6.31,60.64,68.51,24.34,189.57,2.64
2025-03-28T02:36:05Z,17.96,6.07,61.99,66.96,32.55,130.35,15.06
2025-03-28T04:36:08Z,28.64,5.93,88.14,57.47,33.88,143.24,8.32
2025-03-28T05:39:14Z,13.73,6.78,56.07,37.97,26.69,226.46,15.44
2025-03-28T07:57:42Z,19.61,5.84,75.33,25.64,19.32,141.24,8.49
2025-03-28T09:46:05Z,25.31,6.36,62.93,72.57,27.18,112.1,6.34
2025-03-28T11:21:44Z,16.39,6.64,79.95,45.39,19.97,106.56,11.99
2025-03-28T13:08:16Z,26.8,6.28,79.14,67.33,22.76,151.76,9.73
2025-03-28T14:44:13Z,22.17,6.27,65.34,64.83,29.16,159.5,10.45
2025-03-28T16:28:02Z,11.54,6.38,66.25,68.59,34.84,192.77,12.49
2025-03-28T17:54:42Z,11.47,6.26,56.51,34.89,16.32,227.98,9.92
2025-03-28T20:08:33Z,27.9,5.64,69.25,39.76,7.09,68.88,14.32
2025-03-28T21:20:11Z,26.67,5.71,60.88,64.25,27.34,109.87,9.36
2025-03-28T23:53:46Z,21.68,6.95,68.09,70.0,31.52,101.62,7.0
2025-03-29T01:08:42Z,13.37,6.21,75.88,30.99,10.32,122.25,8.98
2025-03-29T02:32:03Z,23.18,6.35,65.78,62.25,32.04,191.2,15.54
2025-03-29T04:19:04Z,26.33,5.69,86.5,40.86,21.27,112.21,11.62
2025-03-29T06:37:34Z,23.11,6.36,62.67,67.81,23.04,162.19,13.05
2025-03-29T08:34:31Z,22.07,6.06,62.8,92.96,32.57,115.06,11.2
2025-03-29T09:38:01Z,18.63,6.11,78.42,28.44,16.69,147.63,11.2
2025-03-29T11:58:09Z,27.42,6.48,65.85,90.5,29.07,102.45,13.7
2025-03-29T13:24:42Z,27.52,6.7,76.91,66.42,23.16,167.61,14.59
2025-03-29T15:25:08Z,25.24,5.83,60.14,36.69,5.26,50.29,9.28
2025-03-29T17:14:40Z,18.28,6.47,78.24,28.18,12.28,112.59,10.2
2025-03-29T19:13:05Z,13.34,7.34,59.22,31.56,28.92,167.41,9.46
2025-03-29T20:44:37Z,29.31,6.17,64.9,70.36,20.03,197.25,15.25
2025-03-29T22:04:03Z,18.57,6.34,71.8,30.71,10.49,127.02,18.15
2025-03-30T00:17:18Z,17.7,6.86,58.06,39.85,20.47,246.22,7.43
2025-03-30T01:36:50Z,27.69,6.46,61.78,76.51,25.09,133.52,15.85
2025-03-30T03:40:06Z,26.38,5.95,70.7,33.73,21.77,192.56,11.08
2025-03-30T05:18:14Z,22.28,5.87,79.83,31.21,16.56,105.91,9.88
2025-03-30T06:48:31Z,15.59,6.11,79.86,22.05,15.92,146.3,12.36
2025-03-30T08:17:44Z,16.42,5.8,61.21,49.38,23.85,176.98,8.43
2025-03-30T10:02:08Z,25.25,6.05,74.09,39.67,23.47,120.83,14.5
2025-03-30T11:43:36Z,26.42,6.97,66.17,46.98,39.88,186.64,9.53
2025-03-30T13:53:06Z,27.48,6.09,62.62,82.99,32.65,135.33,5.31
2025-03-30T15:21:06Z,27.37,5.99,87.33,38.01,28.22,122.39,15.74
2025-03-30T17:14:43Z,21.06,5.81,64.57,37.8,13.64,55.24,6.13
2025-03-30T19:13:10Z,26.95,7.22,64.57,51.71,32.98,175.14,10.34
2025-03-30T20:50:27Z,16.15,6.26,71.14,25.29,19.87,114.28,8.09
2025-03-30T23:02:21Z,19.15,6.92,51.76,38.21,23.26,246.75,8.88
2025-03-31T00:36:00Z,26.47,6.72,65.29,69.69,38.65,132.9,13.72
2025-03-31T01:58:15Z,22.07,6.24,73.78,56.03,11.48,142.0,9.42
2025-03-31T03:41:43Z,11.37,6.29,60.45,79.39,33.95,144.9,8.13
2025-03-31T05:51:50Z,26.95,6.03,87.39,56.22,22.49,194.67,5.61
2025-03-31T07:56:17Z,26.44,6.42,65.83,63.49,21.81,126.79,16.64
2025-03-31T09:12:27Z,18.23,6.33,77.28,30.43,13.96,110.52,18.18
2025-03-31T11:14:45Z,26.54,6.18,62.82,61.1,21.24,168.14,21.25
2025-03-31T12:22:37Z,11.66,6.66,73.2,58.45,10.95,129.49,12.34
2025-03-31T14:00:10Z,14.41,6.95,61.4,54.97,20.14,137.27,12.45
2025-03-31T15:53:57Z,12.51,7.31,50.72,32.4,29.01,201.81,10.75
2025-03-31T17:58:58Z,17.13,6.54,64.92,71.69,26.23,183.81,7.55
2025-03-31T19:23:28Z,24.08,6.68,63.3,44.25,32.81,177.91,15.7
2025-03-31T21:27:37Z,23.36,7.3,66.01,66.66,24.74,146.48,13.96
2025-03-31T23:42:59Z,24.8,6.57,75.17,65.4,30.0,187.55,5.62
2025-04-01T01:10:33Z,23.79,5.68,79.45,22.84,18.44,133.74,13.23
2025-04-01T02:43:24Z,26.79,6.08,61.08,65.79,28.23,137.78,8.83
2025-04-01T04:28:20Z,26.56,5.55,84.53,44.77,39.95,139.22,8.89
2025-04-01T06:22:06Z,26.05,6.37,64.22,42.8,37.29,140.39,13.02
2025-04-01T07:44:51Z,23.06,6.16,78.09,31.01,13.57,126.21,8.47
2025-04-01T09:27:10Z,22.53,5.98,63.14,55.37,23.95,111.36,11.18
2025-04-01T11:33:31Z,26.4,5.84,69.23,91.89,39.24,183.1,11.75
2025-04-01T13:42:22Z,21.89,7.3,68.94,72.95,24.41,196.23,10.91
2025-04-01T14:47:58Z,14.93,6.6,51.02,26.33,22.47,239.28,6.13
2025-04-01T16:42:40Z,23.96,6.56,68.93,63.62,35.83,110.47,15.63
2025-04-01T18:01:57Z,28.22,6.17,61.15,72.63,27.07,166.16,9.54
2025-04-01T19:47:17Z,24.73,6.34,87.88,44.04,26.12,161.68,6.63
2025-04-01T21:37:27Z,21.52,5.92,61.73,75.93,36.45,131.73,9.31
2025-04-01T23:54:23Z,22.49,5.69,60.18,30.89,13.14,67.64,6.28
2025-04-02T01:09:30Z,10.12,6.58,56.1,26.5,29.8,258.31,12.28
2025-04-02T03:34:41Z,27.76,6.34,66.9,56.47,27.26,146.94,10.49
2025-04-02T05:21:07Z,23.81,6.45,62.52,51.11,30.28,123.86,1.7
2025-04-02T07:08:05Z,24.75,6.34,84.87,38.56,36.83,153.66,10.89
2025-04-02T08:35:40Z,14.43,6.73,65.52,68.66,20.31,123.83,15.81
2025-04-02T10:26:38Z,25.95,6.11,87.67,34.27,22.46,109.07,15.03
2025-04-02T12:20:39Z,11.89,6.5,79.81,55.21,12.81,103.56,13.75
2025-04-02T14:00:22Z,24.18,6.47,67.97,59.21,33.17,120.6,13.03
2025-04-02T15:43:21Z,17.05,6.58,51.52,29.05,18.96,235.94,11.32
2025-04-02T17:21:56Z,20.21,6.65,51.88,38.01,15.16,157.09,12.57
2025-04-02T18:33:46Z,24.07,6.35,66.95,69.84,31.17,171.38,8.77
2025-04-02T20:38:39Z,28.9,5.53,89.69,39.19,39.03,164.18,11.16
2025-04-02T22:31:14Z,21.82,6.24,74.11,62.93,20.67,156.03,11.55
2025-04-03T00:20:16Z,26.21,6.2,73.16,67.31,21.45,157.89,15.6
2025-04-03T01:52:56Z,22.82,6.57,60.8,50.47,20.27,194.06,9.2
2025-04-03T03:44:05Z,21.55,5.9,74.55,22.27,15.28,145.56,5.9
2025-04-03T05:20:29Z,23.58,6.09,77.9,48.1,10.26,133.54,19.54
2025-04-03T07:05:09Z,25.35,6.34,63.78,79.81,34.04,198.36,14.46
2025-04-03T09:11:15Z,23.63,6.25,73.47,24.95,12.24,147.36,16.49
2025-04-03T11:06:39Z,26.97,7.05,64.93,74.8,37.58,152.61,9.7
2025-04-03T12:18:18Z,28.64,6.1,67.12,74.39,24.86,104.31,17.6
2025-04-03T13:49:45Z,22.8,6.68,66.08,65.93,34.14,107.95,8.58
2025-04-03T16:09:42Z,26.65,6.09,70.39,41.44,28.35,161.95,8.4
2025-04-03T17:19:09Z,24.93,6.44,65.13,54.39,28.22,137.12,10.14
2025-04-03T19:51:01Z,18.87,5.67,74.34,26.22,17.83,114.3,9.33
2025-04-03T21:28:20Z,27.39,5.92,83.78,56.74,39.63,129.77,15.77
2025-04-03T22:39:24Z,18.27,6.07,78.8,58.98,10.15,132.31,12.46
2025-04-04T00:50:17Z,10.49,6.19,50.08,33.09,24.55,279.28,17.38
2025-04-04T02:18:01Z,24.38,6.52,66.56,75.53,29.35,134.92,14.76
2025-04-04T03:54:53Z,28.31,6.13,87.79,50.33,31.82,163.27,9.73
2025-04-04T05:48:26Z,29.14,6.24,76.57,58.72,26.86,187.91,9.97
2025-04-04T07:16:54Z,27.58,5.57,65.5,36.35,13.08,40.61,11.61
2025-04-04T09:41:21Z,20.62,6.49,79.58,44.63,14.35,134.47,7.03
2025-04-04T11:36:26Z,17.15,5.79,79.5,25.65,15.22,134.79,14.12
2025-04-04T13:26:10Z,19.2,6.19,69.11,62.09,38.04,124.58,15.02
2025-04-04T14:28:02Z,21.73,6.2,69.74,59.46,33.92,125.91,11.48
2025-04-04T16:34:12Z,25.6,6.42,74.67,66.36,25.1,199.44,17.38
2025-04-04T17:58:29Z,19.14,7.39,55.08,22.13,23.03,262.94,14.03
2025-04-04T19:54:35Z,24.95,5.65,74.51,33.18,39.36,165.43,5.12
2025-04-04T21:21:58Z,27.72,6.77,77.64,99.68,23.69,181.63,16.56
2025-04-04T23:57:20Z,22.98,6.23,61.34,86.62,30.56,148.44,10.89
2025-04-05T00:56:48Z,25.85,6.09,62.3,61.49,37.88,102.4,15.11
2025-04-05T02:59:30Z,27.21,6.32,77.6,92.98,20.89,199.93,6.85
2025-04-05T05:08:57Z,19.85,6.42,77.38,37.73,16.49,144.43,8.05
2025-04-05T06:50:57Z,26.78,5.97,64.84,83.66,23.93,119.55,15.5
2025-04-05T08:29:57Z,22.8,6.17,61.62,66.96,25.9,135.0,14.31
2025-04-05T10:28:56Z,24.49,6.25,70.87,72.83,25.98,191.32,16.06
2025-04-05T11:40:03Z,18.42,6.53,57.66,30.46,29.42,228.71,14.62
2025-04-05T13:57:28Z,17.81,6.01,52.69,22.09,18.25,151.82,12.91
2025-04-05T14:54:30Z,20.55,5.89,78.45,29.63,13.13,140.9,15.76
2025-04-05T17:04:07Z,23.83,7.48,64.62,69.65,39.99,159.99,13.27
2025-04-05T18:37:13Z,18.05,6.42,71.86,35.02,14.95,137.21,3.33
2025-04-05T20:38:02Z,24.68,6.04,70.9,81.45,19.14,152.65,13.26
2025-04-05T22:02:40Z,23.5,6.79,74.73,58.72,14.03,149.35,7.88
2025-04-06T00:04:08Z,28.06,6.6,60.64,63.58,37.78,185.54,15.95
2025-04-06T01:34:43Z,22.29,6.59,73.61,52.7,24.59,178.56,16.54
2025-04-06T03:02:38Z,21.87,6.53,73.72,81.01,26.84,154.69,17.85
2025-04-06T05:06:34Z,24.87,6.98,66.09,75.13,39.87,143.58,15.61
2025-04-06T07:18:13Z,25.34,6.36,68.86,27.73,8.74,67.26,10.32
2025-04-06T08:38:29Z,12.58,6.16,50.87,20.89,22.65,224.41,17.39
2025-04-06T10:04:46Z,21.99,6.79,64.76,91.18,30.59,149.08,10.76
2025-04-06T11:53:38Z,25.07,6.23,78.64,43.24,39.83,118.71,16.55
2025-04-06T14:29:41Z,28.07,6.45,68.81,76.87,25.49,176.95,9.52
2025-04-06T15:46:33Z,11.26,6.52,51.95,22.33,29.14,219.9,8.02
2025-04-06T17:20:43Z,25.22,6.78,74.59,84.83,16.23,159.11,8.7
2025-04-06T19:10:01Z,10.72,7.33,50.92,25.27,21.61,292.33,11.24
2025-04-06T20:49:36Z,29.35,6.12,64.12,69.64,30.08,188.79,18.53
2025-04-06T23:01:53Z,27.21,6.12,71.92,30.78,21.38,108.28,8.59
2025-04-07T00:48:21Z,27.0,5.99,69.85,33.97,14.45,73.86,10.12
2025-04-07T02:38:26Z,16.81,6.04,52.15,34.88,28.27,181.0,12.44
2025-04-07T04:24:55Z,28.03,6.18,69.48,68.53,32.61,142.39,17.6
2025-04-07T05:30:40Z,13.08,6.09,71.4,32.34,17.65,107.75,6.71
2025-04-07T07:14:40Z,21.45,6.53,79.03,51.53,18.73,144.86,11.48
2025-04-07T09:08:49Z,26.4,6.03,61.75,75.89,24.62,138.28,6.95
2025-04-07T11:29:15Z,20.73,6.27,78.47,54.16,14.42,118.14,10.56
2025-04-07T12:22:09Z,17.88,6.11,65.21,58.7,26.16,156.86,13.81
2025-04-07T14:09:38Z,26.47,6.06,61.66,85.49,23.05,174.93,12.29
2025-04-07T16:34:22Z,26.81,6.05,69.48,52.59,23.39,185.5,9.74
2025-04-07T17:51:57Z,24.69,6.41,76.43,30.81,39.31,194.18,13.02
2025-04-07T19:34:50Z,26.79,6.14,61.15,65.81,20.78,134.17,12.44
2025-04-07T21:08:58Z,29.16,6.61,63.44,75.59,26.7,185.89,12.91
2025-04-07T22:51:36Z,18.05,5.73,70.53,24.67,15.82,122.41,17.1
2025-04-08T01:29:48Z,28.51,6.3,72.21,31.41,22.71,135.69,10.23
2025-04-08T02:32:36Z,26.12,6.41,77.36,75.97,26.45,177.36,17.25
2025-04-08T04:51:10Z,23.21,6.18,60.81,28.87,6.57,40.54,10.65
2025-04-08T05:56:03Z,27.76,6.42,61.91,24.58,9.59,42.19,16.55
2025-04-08T07:58:33Z,26.05,5.87,63.9,36.85,6.2,53.18,14.85
2025-04-08T10:02:45Z,22.1,6.35,63.83,80.38,26.34,185.86,12.72
2025-04-08T11:57:48Z,27.54,6.72,67.19,75.45,27.32,123.0,6.97
2025-04-08T13:00:37Z,22.98,6.76,77.72,67.08,26.32,163.19,16.76
2025-04-08T14:50:20Z,27.01,6.07,74.22,53.2,28.48,159.43,8.81
2025-04-08T16:38:11Z,29.16,6.83,69.58,64.21,26.83,146.03,3.82
2025-04-08T18:46:43Z,20.99,6.08,71.26,30.86,13.23,105.31,14.04
2025-04-08T20:19:07Z,22.47,7.31,67.98,58.68,24.42,180.46,14.88
2025-04-08T22:02:20Z,29.38,6.67,64.05,81.53,20.96,180.06,10.88
2025-04-09T00:05:29Z,20.45,6.43,63.2,45.52,29.72,146.39,17.57
2025-04-09T01:25:20Z,22.84,6.31,73.1,22.5,10.3,109.3,8.73
2025-04-09T03:05:52Z,21.79,6.64,70.2,87.68,24.24,150.8,13.12
2025-04-09T05:26:23Z,24.02,6.34,68.44,65.64,27.67,117.58,13.59
2025-04-09T06:22:38Z,19.35,6.03,74.49,36.17,13.81,105.15,9.88
2025-04-09T08:07:31Z,11.55,6.44,68.65,46.42,27.92,146.03,14.59
2025-04-09T10:06:04Z,25.03,6.11,71.94,84.97,24.7,161.32,15.15
2025-04-09T12:03:33Z,23.68,6.47,79.89,50.05,13.0,137.27,11.55
2025-04-09T13:23:15Z,23.08,5.54,79.39,20.3,14.09,101.73,3.85
2025-04-09T15:45:12Z,27.27,5.85,65.44,71.77,30.69,148.67,12.8
2025-04-09T17:15:24Z,22.96,6.02,76.49,70.64,29.23,166.62,14.23
2025-04-09T18:43:27Z,27.34,6.69,63.42,47.23,28.86,114.95,16.24
2025-04-09T20:55:34Z,26.97,5.83,67.38,35.21,12.06,71.53,12.66
2025-04-09T22:47:37Z,14.18,6.56,71.05,58.38,12.42,122.86,9.77
2025-04-09T23:55:59Z,27.59,6.05,88.99,46.92,27.57,121.28,17.37
2025-04-10T01:40:49Z,24.54,6.44,68.23,66.5,22.18,126.79,9.36
2025-04-10T03:21:10Z,24.91,6.73,64.55,52.01,24.44,132.97,16.81
2025-04-10T05:20:57Z,24.9,5.88,68.08,42.28,22.19,180.88,14.6
2025-04-10T07:41:56Z,26.96,6.05,74.05,63.4,21.22,152.94,4.95
2025-04-10T08:44:04Z,26.59,6.12,82.57,55.39,33.37,175.24,15.1
2025-04-10T11:03:31Z,20.59,6.09,53.65,22.55,17.05,254.42,6.93
2025-04-10T12:49:21Z,24.42,6.83,68.63,61.32,34.67,159.21,5.75
2025-04-10T14:15:40Z,26.53,5.62,70.3,57.29,37.32,185.24,11.85
2025-04-10T16:00:46Z,16.74,6.09,65.12,67.6,30.51,170.03,18.21
2025-04-10T17:58:19Z,28.18,6.15,66.3,36.49,14.37,71.29,18.3
2025-04-10T19:56:45Z,26.38,6.34,70.75,43.71,27.45,158.5,12.58
2025-04-10T21:22:39Z,23.5,5.89,73.52,39.25,17.47,114.43,8.69
2025-04-10T23:23:52Z,21.68,6.42,67.96,58.03,21.73,156.18,12.97
2025-04-11T01:12:32Z,17.84,5.87,60.2,52.03,24.25,152.13,13.09
2025-04-11T02:19:42Z,26.91,6.07,69.79,89.35,33.75,124.59,11.21
2025-04-11T03:49:32Z,29.07,6.5,64.84,53.05,26.65,186.41,8.24
2025-04-11T06:27:35Z,25.08,5.89,61.11,57.56,20.56,122.46,16.36
2025-04-11T07:52:17Z,29.4,6.9,69.71,42.56,29.61,175.81,15.91
2025-04-11T09:28:55Z,28.77,6.88,60.32,43.41,36.13,151.35,15.75
2025-04-11T11:12:12Z,15.3,7.31,50.62,22.52,27.28,157.89,10.96
2025-04-11T13:17:39Z,12.45,6.76,69.31,61.65,25.85,189.02,9.08
2025-04-11T15:03:42Z,20.04,6.02,78.61,31.99,19.13,111.11,16.46
2025-04-11T16:27:46Z,24.36,6.05,79.36,77.3,20.5,189.08,15.05
2025-04-11T17:55:05Z,27.37,6.29,70.2,56.77,30.33,102.16,15.99
2025-04-11T19:54:25Z,25.0,5.86,61.25,42.56,28.66,101.57,7.2
2025-04-11T22:03:53Z,12.6,6.38,75.37,36.98,18.97,100.01,13.93
2025-04-11T23:30:55Z,25.71,6.63,79.36,59.34,27.6,164.17,17.12
2025-04-12T01:34:51Z,20.5,7.33,52.58,26.79,24.69,192.35,14.75
2025-04-12T02:42:04Z,17.29,6.47,74.4,35.97,17.44,111.31,18.08
2025-04-12T05:02:52Z,28.71,6.04,68.05,71.0,24.67,156.69,10.99
2025-04-12T06:48:02Z,16.14,6.89,56.48,37.09,19.72,203.01,8.58
2025-04-12T08:19:46Z,23.48,6.07,73.69,26.32,19.44,105.84,12.44
2025-04-12T09:48:05Z,14.22,6.77,67.16,51.1,33.44,189.73,10.56
2025-04-12T11:21:41Z,21.08,6.28,62.36,60.26,33.24,147.14,11.67
2025-04-12T13:38:23Z,23.02,6.27,60.14,77.98,32.51,185.24,7.64
2025-04-12T15:16:34Z,23.85,6.16,65.7,63.07,37.08,151.23,16.99
2025-04-12T16:56:04Z,26.76,6.43,60.75,22.52,14.74,52.24,14.45
2025-04-12T18:54:12Z,21.87,6.35,77.54,55.3,15.68,198.48,5.61
2025-04-12T20:35:48Z,20.28,6.17,62.8,39.82,13.15,53.42,11.11
2025-04-12T21:51:18Z,23.23,6.68,78.82,73.31,25.01,191.51,13.88
2025-04-13T00:28:59Z,27.71,6.53,63.35,66.01,32.75,167.96,13.02
2025-04-13T02:09:28Z,22.31,6.1,70.17,81.9,19.51,174.1,14.57
2025-04-13T04:00:22Z,20.19,7.25,52.39,20.32,23.63,214.13,13.23
2025-04-13T05:34:57Z,14.74,6.32,53.94,39.51,20.02,232.79,10.62
2025-04-13T07:21:38Z,26.18,6.24,76.0,99.38,24.35,192.84,9.05
